2020-05-15_07:52:09.
"Value [m/s2]", "Time [s]" 
0.011381	 0.000000
0.010279	 0.000063
0.011334	 0.000125
0.009766	 0.000188
0.006935	 0.000250
0.006732	 0.000313
0.008026	 0.000375
0.007299	 0.000438
0.006053	 0.000500
0.006321	 0.000563
0.006285	 0.000625
0.005809	 0.000688
0.006327	 0.000750
0.005618	 0.000813
0.004515	 0.000875
0.003806	 0.000938
0.002948	 0.001000
0.003430	 0.001063
0.006530	 0.001125
0.005141	 0.001188
0.003901	 0.001250
0.003084	 0.001313
0.002011	 0.001375
0.002608	 0.001438
0.002262	 0.001500
0.001100	 0.001563
0.000146	 0.001625
-0.000754	 0.001688
-0.002185	 0.001750
-0.001475	 0.001813
-0.000790	 0.001875
-0.002363	 0.001938
-0.002822	 0.002000
-0.004324	 0.002062
-0.005624	 0.002125
-0.004956	 0.002187
-0.003931	 0.002250
-0.005737	 0.002312
-0.006673	 0.002375
-0.008980	 0.002437
-0.012270	 0.002500
-0.010839	 0.002562
-0.010005	 0.002625
-0.011870	 0.002687
-0.011083	 0.002750
-0.010356	 0.002812
-0.011012	 0.002875
-0.009588	 0.002937
-0.009123	 0.003000
-0.007316	 0.003062
-0.005582	 0.003125
-0.007299	 0.003187
-0.008217	 0.003250
-0.006077	 0.003312
-0.005028	 0.003375
-0.004563	 0.003437
-0.006232	 0.003500
-0.005969	 0.003562
-0.007102	 0.003625
-0.005058	 0.003687
-0.004217	 0.003750
-0.003734	 0.003812
-0.001827	 0.003875
-0.001690	 0.003937
-0.003496	 0.004000
-0.002578	 0.004062
-0.003800	 0.004125
-0.003627	 0.004187
-0.004265	 0.004250
-0.005743	 0.004312
-0.004402	 0.004375
-0.003788	 0.004437
-0.004843	 0.004500
-0.002262	 0.004562
-0.001249	 0.004625
-0.003472	 0.004687
-0.004145	 0.004750
-0.003722	 0.004812
-0.005475	 0.004875
-0.003854	 0.004937
-0.000993	 0.005000
-0.001136	 0.005062
-0.001434	 0.005125
-0.002846	 0.005187
-0.003901	 0.005250
-0.001648	 0.005312
0.000831	 0.005375
0.000075	 0.005437
-0.000933	 0.005500
-0.002322	 0.005563
-0.004032	 0.005625
-0.001994	 0.005688
-0.000450	 0.005750
-0.001058	 0.005813
0.000009	 0.005875
-0.000730	 0.005938
-0.003293	 0.006000
-0.002238	 0.006063
-0.000021	 0.006125
0.000957	 0.006188
0.001755	 0.006250
0.001267	 0.006313
0.000652	 0.006375
0.002864	 0.006438
0.002924	 0.006500
0.001916	 0.006563
0.003287	 0.006625
0.004557	 0.006688
0.003794	 0.006750
0.004265	 0.006813
0.006095	 0.006875
0.007412	 0.006938
0.008765	 0.007000
0.007251	 0.007063
0.004420	 0.007125
0.003973	 0.007188
0.003234	 0.007250
0.002584	 0.007313
0.003269	 0.007375
0.001940	 0.007438
0.000134	 0.007500
0.000116	 0.007563
-0.000706	 0.007625
-0.000557	 0.007688
-0.000653	 0.007750
-0.002775	 0.007813
-0.005111	 0.007875
-0.004605	 0.007938
-0.004354	 0.008000
-0.003544	 0.008063
-0.001904	 0.008125
-0.003609	 0.008188
-0.004569	 0.008250
-0.004474	 0.008313
-0.007180	 0.008375
-0.007597	 0.008438
-0.005892	 0.008500
-0.007978	 0.008563
-0.009957	 0.008625
-0.009403	 0.008688
-0.008944	 0.008750
-0.007513	 0.008813
-0.006625	 0.008875
-0.008306	 0.008938
-0.010797	 0.009000
-0.010970	 0.009063
-0.010756	 0.009125
-0.009588	 0.009188
-0.008401	 0.009250
-0.009748	 0.009313
-0.010046	 0.009375
-0.009433	 0.009438
-0.009999	 0.009500
-0.009123	 0.009563
-0.009105	 0.009625
-0.010100	 0.009688
-0.011465	 0.009750
-0.012615	 0.009813
-0.014087	 0.009875
-0.011882	 0.009938
-0.010291	 0.010000
-0.011030	 0.010063
-0.011686	 0.010125
-0.011226	 0.010188
-0.011698	 0.010250
-0.010034	 0.010313
-0.008872	 0.010375
-0.009456	 0.010438
-0.008687	 0.010500
-0.009683	 0.010563
-0.011650	 0.010625
-0.009677	 0.010688
-0.008091	 0.010750
-0.006548	 0.010813
-0.005821	 0.010875
-0.007626	 0.010938
-0.009915	 0.011000
-0.008276	 0.011063
-0.006250	 0.011125
-0.005952	 0.011188
-0.003532	 0.011250
-0.004980	 0.011313
-0.006607	 0.011375
-0.004950	 0.011438
-0.003722	 0.011500
-0.003413	 0.011563
-0.002113	 0.011625
-0.002173	 0.011688
-0.002900	 0.011750
-0.001696	 0.011813
0.000140	 0.011875
0.000664	 0.011938
